Device_ID,TTL_hours,battery_capacity_mah,avg_power_W,max_Tb_C,ratio_idle,ratio_social,ratio_video,ratio_game,signal_strength_avg,background_app_usage_level,avg_screen_on_hours_per_day,gaming_hours_per_week,video_streaming_hours_per_week,device_age_months,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,SOH_est,aging_loss_est,n_cycles_est,lambda_eff_est
fa200d54-2903-440d-92f3-245ad24a6a08,15.441111,4500.0,0.926723,38.899113,0.74166667,0.14047619,0.1,0.01785714,Good,Low,6.2,3.0,16.8,4.0,9.9,32.2,80.9,3.0,0.90588062,0.09411938,172.062,0.0005744891
0ea2eab6-3fd4-4e56-8c87-710de7389775,5.475556,4500.0,1.196678,39.623273,0.7,0.22440476,0.06607143,0.00952381,Poor,Low,7.2,1.6,11.1,36.0,11.4,27.9,64.8,3.0,0.41480709,0.58519291,1783.188,0.0004934655
8e5d8190-4911-49fe-b908-7bfd71b81761,7.587222,4500.0,0.717264,33.003815,0.74583333,0.17619048,0.04404762,0.03392857,Good,Medium,6.1,5.7,7.4,37.0,10.8,35.3,40.4,1.0,0.34450802,0.65549198,1736.262,0.0006137541
d2098c79-3495-4e35-9193-8a89d35d66a7,4.531111,3000.0,0.968857,35.983325,0.65416667,0.24107143,0.09761905,0.00714286,Moderate,High,8.3,1.2,16.4,29.0,13.0,30.6,47.3,2.0,0.41684253,0.58315747,1638.065,0.0005341954
db4f6475-de38-4961-8f6c-8f74c09043aa,14.767778,4500.0,0.880314,39.258869,0.73333333,0.13869048,0.0952381,0.0327381,Moderate,Low,6.4,5.5,16.0,8.0,9.6,32.8,77.7,3.0,0.82299142,0.17700858,333.696,0.0005837933
15c25edb-dc78-4bcf-902f-4c8406611b5e,7.320833,4000.0,0.824181,36.265588,0.70416667,0.19464286,0.0672619,0.03392857,Good,Low,7.1,5.7,11.3,33.0,9.6,34.9,59.0,1.0,0.42972023,0.57027977,1376.496,0.0006136022
5a93a613-5fab-44f9-a2ff-68254d03af15,5.933889,3000.0,0.994679,40.263799,0.86666667,0.0,0.09262537,0.04070796,Good,High,3.2,6.9,15.7,43.0,5.7,30.4,82.8,6.0,0.56042017,0.43957983,1064.9595,0.0005437469
633df956-16ad-40a3-8847-002c9d9fca1e,7.388056,3000.0,0.777546,39.245347,0.79166667,0.15238095,0.03809524,0.01785714,Moderate,Medium,5.0,3.0,6.4,34.0,7.4,31.2,73.7,5.0,0.5455038,0.4544962,1093.202,0.0005543765
1052b285-6520-4f6a-9f90-ea6134cdf126,5.264722,3000.0,1.124233,38.921102,0.70416667,0.15892857,0.09821429,0.03869048,Good,Medium,7.1,6.5,16.5,21.0,11.6,31.5,32.2,2.0,0.56204085,0.43795915,1058.442,0.0005443669
6e1736d2-f841-4710-9324-d29af2360408,3.536944,3000.0,1.049578,35.575136,0.7125,0.2172619,0.06785714,0.00238095,Good,High,6.9,0.4,11.4,43.0,10.0,32.7,12.5,2.0,0.3525003,0.6474997,1868.35,0.0005580881
4f7ba5fe-6cf6-4957-9a46-eedcd7362fb6,4.113611,3000.0,1.305965,39.308405,0.69583333,0.22559524,0.05059524,0.02797619,Moderate,Medium,7.3,4.7,8.5,23.0,12.1,31.7,56.2,0.0,0.51010221,0.48989779,1209.2135,0.0005566793
30213ad6-a6b1-4511-82f4-4a8a5a692bf9,8.446111,3000.0,0.891324,33.10305,0.7625,0.15178571,0.06309524,0.02261905,Good,High,5.7,3.8,10.6,16.0,9.0,30.6,53.5,3.0,0.71486552,0.28513448,625.68,0.0005364736
c977256d-9135-4b4a-851d-c38c9933d318,9.184722,3000.0,0.967318,38.943709,0.825,0.04642857,0.08333333,0.0452381,Good,Medium,4.2,7.6,14.0,9.0,7.3,33.7,66.6,1.0,0.84368452,0.15631548,285.4665,0.0005954347
af1d6257-fd5a-4db0-a260-84f31a26226f,8.941111,4500.0,0.935006,39.452319,0.775,0.07559524,0.06845238,0.08095238,Good,Low,5.4,13.6,11.5,29.0,8.5,34.3,34.5,2.0,0.52923277,0.47076723,1071.0425,0.0005941192
35a4262b-f0bb-45ed-8a43-3318d3853b32,7.406389,5000.0,0.942615,39.012436,0.76666667,0.0547619,0.11428571,0.06428571,Good,High,5.6,10.8,19.2,45.0,7.5,36.7,14.4,3.0,0.39777002,0.60222998,1466.4375,0.0006286536
a37d866f-616b-4334-981b-5c2ebfdc7167,9.36,4000.0,0.992841,35.967979,0.75,0.14940476,0.09583333,0.0047619,Moderate,Medium,6.0,0.8,16.1,22.0,8.6,28.5,59.6,1.0,0.66185436,0.33814564,822.074,0.0005020348
559efc49-6954-411f-923c-47962d500288,12.106944,4000.0,0.891372,36.002347,0.85,0.1047619,0.02440476,0.02083333,Moderate,Medium,3.6,3.5,4.1,31.0,4.1,27.2,52.2,0.0,0.76858287,0.23141713,552.2495,0.0004766086
554baa45-46fd-41cb-a4a1-0332e7c3d963,10.6625,4500.0,1.072966,36.643563,0.79166667,0.10892857,0.08690476,0.0125,Moderate,High,5.0,2.1,14.6,16.0,7.6,34.8,55.6,7.0,0.72425267,0.27574733,528.352,0.0006106061
b1d22038-8efe-4a3f-8b6a-688153206bfe,14.644722,4500.0,0.844452,36.32639,0.77916667,0.12321429,0.08928571,0.00833333,Good,Medium,5.3,1.4,15.0,16.0,6.5,31.4,29.5,1.0,0.78289956,0.21710044,451.88,0.000541628
8ef683bb-6d36-492b-9505-dc401fef4afe,15.172778,3000.0,0.634707,36.76181,0.95833333,0.0,0.03083804,0.01082863,Moderate,Low,1.0,4.6,13.1,13.0,3.0,29.4,86.0,2.0,0.91449795,0.08550205,169.455,0.000527456
84a73d57-a915-4690-a4d4-758a37a029d0,14.77,5000.0,1.03328,39.245347,0.7,0.25833333,0.03095238,0.01071429,Moderate,Medium,7.2,1.8,5.2,8.0,7.1,32.3,54.1,4.0,0.86954757,0.13045243,246.796,0.0005663878
cadadddd-7462-4f91-9d27-039d80a3c7d6,5.6975,3000.0,0.785959,35.434426,0.75833333,0.125,0.09285714,0.02380952,Good,Low,5.8,4.0,15.6,39.0,9.6,30.1,47.9,7.0,0.42521373,0.57478627,1626.768,0.0005256824
28d94d00-6a5b-44d4-a442-222137fdb902,15.396111,4500.0,1.005619,39.838193,0.75,0.16666667,0.0672619,0.01607143,Moderate,Medium,6.0,2.7,11.3,1.0,7.9,34.0,20.1,6.0,0.98016737,0.01983263,34.3255,0.0005835877
44b7ea4e-c424-461b-8995-a14d9086be63,7.278056,3000.0,0.767351,36.498813,0.8125,0.13035714,0.02916667,0.02797619,Poor,Low,4.5,4.7,4.9,44.0,5.7,33.4,44.4,4.0,0.53032738,0.46967262,1089.726,0.0005820369
bfee1867-6c53-4a30-b8be-a7a1760c53cc,7.479167,4000.0,0.948451,35.820294,0.72083333,0.19642857,0.0702381,0.0125,Moderate,Low,6.7,2.1,11.8,24.0,11.4,32.2,80.5,0.0,0.50521393,0.49478607,1188.792,0.0005743421
3ba4e56f-4393-4505-a23b-25cec43c3159,11.858333,4000.0,0.647236,38.943709,0.84166667,0.025,0.09345238,0.03988095,Good,Medium,3.8,6.7,15.7,38.0,6.1,33.7,78.2,5.0,0.54662206,0.45337794,1007.171,0.0005996972
66b63826-e258-4edd-9a9f-0182439dc37d,9.030556,3000.0,1.039284,38.957522,0.825,0.12321429,0.03452381,0.0172619,Good,Medium,4.2,2.9,5.8,8.0,7.1,27.2,24.8,2.0,0.89124114,0.10875886,246.796,0.0004665402
5c347e80-5e8d-4213-82a0-92c95c583b31,8.005,5000.0,1.349769,39.643376,0.71666667,0.23809524,0.03452381,0.01071429,Good,High,6.8,1.8,5.8,21.0,9.1,33.0,69.5,2.0,0.6156113,0.3843887,830.3295,0.0005842735
1d40c8df-d3b5-4cac-ae71-52b598f39514,3.458889,3000.0,1.188014,39.196958,0.74166667,0.15833333,0.08095238,0.01904762,Moderate,Low,6.2,3.2,13.6,42.0,10.3,27.7,93.9,7.0,0.39020853,0.60979147,1879.647,0.0005006653
2b8ef796-ae34-4d27-8ce2-018b99276a6b,6.234444,3000.0,1.021657,39.896227,0.87916667,0.0202381,0.0702381,0.03035714,Good,High,2.9,5.1,11.8,45.0,4.3,34.5,36.1,3.0,0.60474913,0.39525087,840.7575,0.0005982005
24588bf8-e293-4dbf-b0eb-bace533281f4,12.622778,5000.0,1.255338,39.245348,0.6375,0.26666667,0.08392857,0.01190476,Moderate,Medium,8.7,2.0,14.1,3.0,13.1,34.0,61.2,7.0,0.90282055,0.09717945,170.7585,0.0005986904
6247ff57-e823-41dc-88e8-23beb34c73d8,11.518056,5000.0,0.995733,39.012581,0.83333333,0.08452381,0.06190476,0.0202381,Good,High,4.0,3.4,10.4,25.0,7.5,29.5,67.1,7.0,0.65345818,0.34654182,814.6875,0.0005222576
1cbe9a6c-77fc-4ced-b574-a90d966ae20a,11.558056,5000.0,0.955184,38.981269,0.78333333,0.06428571,0.13392857,0.01845238,Good,Low,5.2,3.1,22.5,28.0,6.7,33.0,27.4,4.0,0.62898738,0.37101262,815.122,0.0005688033
032b6a4a-6826-4c9e-b763-06f8bfe0dd35,3.444444,4000.0,0.878805,35.793681,0.625,0.31785714,0.04880952,0.00833333,Poor,Low,9.0,1.4,8.2,44.0,14.4,31.3,77.2,3.0,0.21555409,0.78444591,2752.992,0.0005574093
3b398e00-b602-4dd6-8642-9b2d0e06b0d5,12.8475,3000.0,0.659778,39.314066,0.94166667,0.0,0.0391835,0.01914983,Moderate,High,1.4,6.5,13.3,33.0,3.0,28.9,47.1,2.0,0.80494419,0.19505581,430.155,0.0005044282
294f4e20-3243-4983-a7d4-bce0f40fd665,24.168889,4500.0,0.559967,38.888841,0.9125,0.0,0.04346774,0.04403226,Good,Low,2.1,7.8,7.7,22.0,3.0,30.7,55.5,0.0,0.85679534,0.14320466,286.77,0.0005389553
9e2ede59-84e6-4888-9786-62e6d3767f1e,9.418333,5000.0,0.783209,33.103111,0.73333333,0.21845238,0.01785714,0.03035714,Good,High,6.4,5.1,3.0,36.0,8.5,37.1,58.8,7.0,0.4202856,0.5797144,1329.57,0.0006519557
ba7d3477-d19d-4cea-8e32-3302c59be48d,24.385556,5000.0,0.666249,38.98128,0.95833333,0.0,0.02152015,0.02014652,Good,Low,1.0,8.8,9.4,10.0,3.0,33.4,72.3,7.0,0.92570017,0.07429983,130.35,0.0005922891
7ef2e46d-04e5-4a38-b77f-432eee55e853,14.4675,3000.0,0.706432,36.080182,0.94166667,0.0,0.0451952,0.01313814,Moderate,High,1.4,2.5,8.6,5.0,3.0,26.5,37.1,5.0,0.97053826,0.02946174,65.175,0.0004588332
f0f21f52-36fa-4c02-8855-5e0961795af4,9.957222,4500.0,0.912391,39.516622,0.67083333,0.20059524,0.1125,0.01607143,Good,Medium,7.9,2.7,18.9,17.0,13.0,33.5,23.4,4.0,0.57512645,0.42487355,960.245,0.0005760669
19d1baec-fd7d-46f1-8b06-a2305ccbc582,10.365278,3000.0,0.726947,36.498813,0.80416667,0.09345238,0.07261905,0.0297619,Poor,Low,4.7,5.0,12.2,20.0,7.1,30.5,74.7,6.0,0.71553292,0.28446708,616.99,0.0005425172
f7980e11-adb2-4a0b-b609-81edef42f619,1.607778,3000.0,1.483172,33.353482,0.5875,0.36488095,0.03690476,0.01071429,Moderate,Low,9.9,1.8,6.2,41.0,14.2,33.5,53.7,3.0,0.22640761,0.77359239,2529.659,0.000587201
a9b21e50-29c8-433f-ae99-78996602a55b,17.117222,5000.0,0.764249,36.49889,0.85833333,0.07678571,0.06130952,0.00357143,Poor,Low,3.4,0.6,10.3,35.0,3.7,29.8,53.2,0.0,0.7453234,0.2546766,562.6775,0.0005223899
5c6a3fdd-b827-457b-a88e-2c9699bf6bec,10.320556,5000.0,0.834212,36.705101,0.79583333,0.12678571,0.0327381,0.04464286,Poor,High,4.9,7.5,5.5,40.0,6.8,34.8,34.1,2.0,0.49051391,0.50948609,1181.84,0.0006027056
bc19f50c-f9f9-4466-b9c8-dddcb12806fb,4.066667,4000.0,1.186022,40.583714,0.725,0.21071429,0.05238095,0.01190476,Poor,Low,6.6,2.0,8.8,37.0,11.1,33.9,66.5,7.0,0.34344909,0.65655091,1784.4915,0.0005988913
2d231e3b-0a3b-4092-876e-1747a79d765d,6.080556,4500.0,1.268726,39.838081,0.73333333,0.1327381,0.09047619,0.04345238,Moderate,Medium,6.4,7.3,15.2,33.0,9.8,30.0,10.0,7.0,0.48838525,0.51161475,1405.173,0.0005100089
707ace24-f42d-467e-b013-b03f7a845de0,12.143056,4500.0,0.941288,38.95753,0.79166667,0.10119048,0.07380952,0.03333333,Good,Medium,5.0,5.6,12.4,16.0,7.3,36.0,71.9,1.0,0.72357064,0.27642936,507.496,0.000637556
228dde3e-5f34-4d28-96cb-6dd0cca16712,9.244722,5000.0,0.883513,39.190372,0.825,0.13452381,0.01071429,0.0297619,Moderate,Low,4.2,5.0,1.8,36.0,8.0,34.6,66.9,1.0,0.46537458,0.53462542,1251.36,0.0006112651
69e49ab4-858f-459a-8a84-607d97fd72f6,11.254722,5000.0,0.921748,35.443805,0.75,0.17678571,0.03630952,0.03690476,Good,Medium,6.0,6.2,6.1,24.0,8.5,33.8,55.8,4.0,0.59107527,0.40892473,886.38,0.0005932127
e37e2670-9928-4b9d-b5c0-557d28346f13,5.287222,5000.0,1.231399,39.512323,0.65416667,0.29642857,0.03511905,0.01428571,Good,Low,8.3,2.4,5.9,37.0,11.6,30.6,40.7,5.0,0.37095138,0.62904862,1864.874,0.0005317701
526c80db-8aac-41fa-a0d7-fdce0da8dcfa,15.093611,4500.0,0.762429,35.575128,0.70833333,0.20833333,0.03928571,0.04404762,Good,High,7.0,7.4,6.6,11.0,10.9,34.3,72.3,5.0,0.7285115,0.2714885,520.9655,0.0006080093
1d29feae-b886-4863-8b5c-cf9132fa167b,13.018056,4000.0,0.746472,39.910549,0.825,0.04702381,0.06845238,0.05952381,Moderate,High,4.2,10.0,11.5,22.0,6.8,31.7,82.2,0.0,0.6920767,0.3079233,650.012,0.0005662334
b5085606-f49f-47e0-a90a-f3f4fa12b6f1,12.517222,4500.0,0.775474,40.235682,0.85416667,0.01190476,0.09047619,0.04345238,Moderate,High,3.5,7.3,15.2,41.0,4.7,32.7,76.7,3.0,0.61444908,0.38555092,837.2815,0.0005816792
ac5abbe8-3ae1-49d5-89e7-c31d199af7f3,16.346389,5000.0,0.801033,38.948048,0.82916667,0.1125,0.04940476,0.00892857,Good,Low,4.1,1.5,8.3,21.0,5.4,34.0,50.1,6.0,0.74603796,0.25396204,492.723,0.0005946116
cc883311-38fb-4e77-97e7-cb5f761f56ea,17.507222,5000.0,0.751712,39.01244,0.875,0.05833333,0.04107143,0.02559524,Good,High,3.0,4.3,6.9,20.0,5.9,32.0,55.4,0.0,0.74979835,0.25020165,512.71,0.0005616254
3e2988af-3bef-4cdd-8ccd-0253e4a2bd63,8.13,4000.0,0.973755,35.967975,0.75833333,0.15059524,0.08452381,0.00654762,Moderate,Medium,5.8,1.1,14.2,26.0,8.3,34.2,85.5,4.0,0.56382529,0.43617471,937.651,0.0006111131
658f77a8-09a3-4f97-8b40-c3bfa47ce059,7.011389,3000.0,0.746533,33.30772,0.70416667,0.19345238,0.06904762,0.03333333,Moderate,Low,7.1,5.6,11.6,30.0,9.2,34.0,18.5,2.0,0.49701009,0.50298991,1199.22,0.0005829997
57340fec-3934-4eac-8930-2f45d7f59312,9.603889,3000.0,0.9911,33.930542,0.775,0.16488095,0.04404762,0.01607143,Poor,Medium,5.4,2.7,7.4,5.0,8.2,32.6,42.4,5.0,0.90387271,0.09612729,178.145,0.0005673285
db2b5e85-8373-4813-92db-41cca02a8033,5.742222,4500.0,0.944108,35.581429,0.62916667,0.31904762,0.04821429,0.00357143,Good,High,8.9,0.6,8.1,26.0,14.3,37.9,48.2,0.0,0.34318112,0.65681888,1615.471,0.0006620341
4d4cc2b0-2079-4fa1-ba67-cacd355d0927,3.286667,3000.0,0.792186,32.924441,0.62083333,0.31369048,0.05059524,0.01488095,Good,Low,9.1,2.5,8.5,39.0,13.4,35.2,49.7,7.0,0.24722825,0.75277175,2270.697,0.0006154248
e7c3a52f-86e5-418d-b5b5-ad933c4b5f8a,6.016944,3000.0,0.825347,35.497093,0.74583333,0.13988095,0.09285714,0.02142857,Good,Medium,6.1,3.6,15.6,33.0,9.7,31.4,26.3,4.0,0.47157389,0.52842611,1390.8345,0.0005404521
1926bb92-2e4d-40c5-b5b0-697699fbffb6,12.030833,4500.0,1.01355,38.953451,0.7125,0.20357143,0.07261905,0.01130952,Good,Medium,6.9,1.9,12.2,11.0,9.3,32.5,88.0,6.0,0.77194226,0.22805774,444.4935,0.0005823381
08233b4f-afa0-4ee2-86af-2eccd416c769,9.558333,5000.0,0.943477,39.012441,0.84583333,0.0,0.11086142,0.04330524,Good,High,3.7,7.5,19.2,44.0,6.2,31.6,74.9,7.0,0.51380292,0.48619708,1185.316,0.0005618042
a23200f7-c514-46c0-9386-2fabffd82236,10.661667,3000.0,0.899262,39.314078,0.8,0.11130952,0.07559524,0.01309524,Moderate,High,4.8,2.2,12.7,6.0,6.2,32.5,82.8,4.0,0.91044955,0.08955045,161.634,0.0005804273
d36ec12f-14bf-4cab-9123-90d2e32c4821,14.591667,5000.0,0.922392,39.245355,0.66666667,0.28869048,0.03333333,0.01130952,Moderate,Medium,8.0,1.9,5.6,9.0,12.4,31.7,31.1,3.0,0.76685119,0.23314881,484.902,0.000547456
22938932-3045-4bfd-8960-d9d35df6fc30,8.9775,4500.0,0.859311,36.046775,0.82083333,0.16607143,0.01011905,0.00297619,Moderate,High,4.3,0.5,1.7,44.0,7.3,29.1,62.3,2.0,0.48838189,0.51161811,1395.614,0.000513507
d1c10d2c-dab3-4b37-a93b-48e3f20adb45,11.393056,5000.0,0.966579,35.906236,0.64583333,0.275,0.04107143,0.03809524,Moderate,Low,8.5,6.4,6.9,16.0,12.8,30.6,19.1,0.0,0.62742203,0.37257797,889.856,0.0005238329
6a88e98b-1535-416e-996c-1bc0ed1493e7,10.106111,5000.0,0.9059,32.983669,0.67916667,0.28690476,0.01071429,0.02321429,Good,Low,7.7,3.9,1.8,25.0,10.4,33.4,28.2,4.0,0.5216272,0.4783728,1129.7,0.000576084
e07772ce-5c2b-4031-aa96-5edcec07358c,8.920278,4500.0,1.089679,39.844365,0.70833333,0.21428571,0.03630952,0.04107143,Moderate,Medium,7.0,6.9,6.1,20.0,9.3,33.7,81.2,2.0,0.61535975,0.38464025,808.17,0.0006007996
4bb5037f-cd2f-467f-8cdc-ac7aa9ec7b65,14.571667,5000.0,0.816928,39.76916,0.86666667,0.04940476,0.06011905,0.02380952,Good,Low,3.2,4.0,10.1,27.0,6.3,30.4,32.6,7.0,0.67824866,0.32175134,739.0845,0.0005253003
8c49396c-e157-4f07-8d74-ee01f3e32443,8.107778,3000.0,0.657573,39.245348,0.79583333,0.13154762,0.02083333,0.05178571,Moderate,Medium,4.9,8.7,3.5,45.0,6.5,31.5,8.3,3.0,0.50627209,0.49372791,1270.9125,0.0005355845
b68de81d-a60e-4344-974b-56558efb8bb0,7.110833,3000.0,1.44469,40.588626,0.71666667,0.16845238,0.0827381,0.03214286,Moderate,Medium,6.8,5.4,13.9,1.0,10.9,30.3,32.4,6.0,0.97551252,0.02448748,47.3605,0.0005234801
7b025f8f-c9ea-4af2-b5a6-64e21e05736b,7.745833,3000.0,0.820585,39.803029,0.85416667,0.07142857,0.04464286,0.0297619,Good,Medium,3.5,5.0,7.5,42.0,5.4,29.3,49.6,7.0,0.60357973,0.39642027,985.446,0.0005123336
72e155b4-5292-41ea-93db-b5e392ba942b,11.336667,3000.0,0.928903,36.326756,0.7875,0.10833333,0.08333333,0.02083333,Good,Medium,5.1,3.5,14.0,0.0,6.7,32.4,56.8,7.0,1.0,0.0,0.0,0.0005691266
eb48ddce-97db-4905-833b-c369628b5a76,6.865,5000.0,1.111714,34.090167,0.70833333,0.2577381,0.03154762,0.00238095,Poor,High,7.0,0.4,5.3,35.0,10.0,30.8,74.3,4.0,0.4348395,0.5651605,1520.75,0.0005476102
4c43590b-e639-4c69-8681-15489240779f,9.817778,3000.0,0.684517,38.888733,0.81666667,0.08988095,0.08095238,0.0125,Good,Low,4.4,2.1,13.6,25.0,8.2,28.7,56.1,3.0,0.63817612,0.36182388,890.725,0.000504242
a92da076-3f35-461d-a671-a69c1402a2c6,15.274722,5000.0,0.644441,38.888733,0.84166667,0.10357143,0.04464286,0.01011905,Good,Low,3.8,1.7,7.5,28.0,9.2,30.1,23.4,2.0,0.5608482,0.4391518,1119.272,0.0005166796
4ab0611e-40a2-406a-aaef-f35f2f605d11,15.006667,4000.0,0.817679,39.315543,0.92083333,0.00595238,0.05238095,0.02083333,Moderate,High,1.9,3.5,8.8,20.0,3.0,30.4,9.8,3.0,0.87392423,0.12607577,260.7,0.0005169221
f21093d8-afa3-42f4-b6cf-ac4052f03617,14.766667,5000.0,1.018134,39.580318,0.80416667,0.14107143,0.04047619,0.01428571,Good,High,4.7,2.4,6.8,10.0,6.7,30.0,69.1,0.0,0.85659213,0.14340787,291.115,0.000531726
22f63a6f-8200-42fd-ba82-8ccf74edf31c,4.798056,3000.0,0.975463,36.904934,0.70833333,0.19642857,0.0547619,0.04047619,Moderate,High,7.0,6.8,9.2,39.0,8.9,31.6,9.3,3.0,0.44444457,0.55555543,1508.1495,0.0005376986
7b8f2497-6111-4c15-82cd-5c93621b7036,17.582222,4000.0,0.719665,39.012429,0.84166667,0.04464286,0.07678571,0.03690476,Good,High,3.8,6.2,12.9,10.0,4.0,34.4,42.5,6.0,0.90116004,0.09883996,173.8,0.0005988056
208766da-dac7-42fe-bfbc-7397063133d4,9.148889,4500.0,0.882607,39.003916,0.77083333,0.19345238,0.01845238,0.0172619,Good,Medium,5.5,2.9,3.1,35.0,7.4,34.7,21.4,1.0,0.51117648,0.48882352,1125.355,0.0005962922
f9361f2b-5d3c-4239-91d5-8a7c31a61e26,9.405,5000.0,0.791013,35.524945,0.7875,0.06369048,0.12559524,0.02321429,Good,High,5.1,3.9,21.1,48.0,7.1,32.8,66.4,1.0,0.42387424,0.57612576,1480.776,0.000579641
7eeef572-ab40-4a65-8370-614b5057aae6,7.368333,3000.0,0.79198,35.844632,0.825,0.03690476,0.12619048,0.01190476,Moderate,Low,4.2,2.0,21.2,38.0,6.2,32.4,77.3,1.0,0.55415211,0.44584789,1023.682,0.0005766596
dba9d663-97ef-4911-bdc6-f1a7b55f27b3,5.050833,3000.0,0.830284,33.063115,0.7,0.22321429,0.04464286,0.03214286,Good,Medium,7.2,5.4,7.5,39.0,11.5,27.0,50.5,1.0,0.39821717,0.60178283,1948.7325,0.0004724906
145465c9-01ec-4224-8b8a-65d0c42b4510,4.090833,3000.0,0.762695,32.420083,0.63333333,0.24761905,0.08928571,0.0297619,Good,Low,8.8,5.0,15.0,34.0,13.4,36.1,4.6,0.0,0.29623671,0.70376329,1979.582,0.0006145724
102379e6-4714-4e99-b75f-8a20322e0be5,4.796667,4500.0,1.138963,38.894956,0.6875,0.22678571,0.02380952,0.06190476,Good,Low,7.5,10.4,4.0,33.0,12.0,34.7,78.0,7.0,0.34584022,0.65415978,1720.62,0.0006170906
cd79e91b-1372-4971-8c0a-87f5ad7b2e8f,9.873889,4000.0,0.715926,38.888733,0.82916667,0.13988095,0.01071429,0.0202381,Good,Low,4.1,3.4,1.8,46.0,5.5,35.0,83.4,4.0,0.50343531,0.49656469,1099.285,0.0006243149
286c38a3-15cc-4d53-9a60-f30c224ce3ef,5.574444,4000.0,1.128409,39.018729,0.60416667,0.22916667,0.1172619,0.04940476,Good,High,9.5,8.3,19.7,23.0,14.2,31.9,71.7,1.0,0.44797816,0.55202184,1419.077,0.0005658684
f22fe6c5-4829-4c13-9bdc-e7fc471e46bb,7.475833,3000.0,0.851883,35.843641,0.6875,0.22142857,0.08333333,0.0077381,Moderate,Low,7.5,1.3,14.0,21.0,10.9,28.9,50.5,7.0,0.6047549,0.3952451,994.5705,0.0005056776
125b5b5b-cdfe-4bf7-abc6-6b5b4cd8a4ec,24.0,5000.0,0.695263,35.381668,0.80833333,0.1047619,0.06428571,0.02261905,Good,Low,4.6,3.8,10.8,4.0,5.6,28.7,96.8,5.0,0.95072305,0.04927695,97.328,0.0005191978
ad2bec2c-e616-42f1-9a20-44a6edfc5733,9.076944,3000.0,0.843587,38.888841,0.8375,0.06369048,0.08214286,0.01666667,Good,Low,3.9,2.8,13.8,32.0,4.0,31.9,91.1,1.0,0.72710957,0.27289043,556.16,0.0005729972
0dde5ec7-0348-429b-b6ac-192d8587308c,4.361667,3000.0,0.862399,33.298006,0.67916667,0.25654762,0.03988095,0.02440476,Good,High,7.7,4.1,6.7,35.0,10.9,35.0,74.6,6.0,0.35718009,0.64281991,1657.6175,0.0006210813
38a15394-3af9-412f-848d-6760789f6505,10.688056,5000.0,0.792702,36.255862,0.75833333,0.15238095,0.0625,0.02678571,Good,Low,5.8,4.5,10.5,46.0,6.3,32.8,63.0,4.0,0.48272906,0.51727094,1259.181,0.0005783916
195c9f4f-f823-453e-ab64-8238b6c42287,13.109167,3000.0,0.665823,35.983318,0.84166667,0.08630952,0.06666667,0.00535714,Moderate,High,3.8,0.9,11.2,19.0,4.6,28.2,52.8,1.0,0.82885473,0.17114527,379.753,0.000494296
d35d149f-8ec2-4e71-811f-dc6d4fbdd5e9,14.694167,4500.0,0.698281,35.497754,0.78333333,0.15952381,0.01666667,0.04047619,Good,Medium,5.2,6.8,2.8,18.0,8.4,36.8,86.0,5.0,0.6495761,0.3504239,656.964,0.0006567107
773a2dc9-2642-4ab7-b334-062d6c1416db,6.143889,3000.0,0.956533,38.888733,0.80416667,0.06130952,0.09404762,0.04047619,Good,Low,4.7,6.8,15.8,34.0,7.2,32.0,19.4,4.0,0.55805068,0.44194932,1063.656,0.0005483968
3a2bbc87-3191-4525-bf35-1daebd6c7a44,8.867778,4500.0,0.950675,39.583425,0.8375,0.09761905,0.04642857,0.01845238,Good,High,3.9,3.1,7.8,42.0,5.8,34.1,41.9,1.0,0.53364667,0.46635333,1058.442,0.0005933451
4f8cdcbc-7dec-42a4-b2bf-6362ee36bd97,6.213889,3000.0,0.967535,33.063365,0.6875,0.26904762,0.02440476,0.01904762,Good,Medium,7.5,3.2,4.1,16.0,12.5,37.0,44.9,5.0,0.57087041,0.42912959,869.0,0.0006451013
c6ce9378-8c8e-4431-957c-1255c25722f1,6.498889,4000.0,0.846429,36.255862,0.70416667,0.15892857,0.11011905,0.02678571,Good,Low,7.1,4.5,18.5,44.0,9.9,28.2,55.1,7.0,0.39174478,0.60825522,1892.682,0.0004951411
e58e8c49-09c5-47e6-946e-2e2ac8c1a82d,4.806944,5000.0,1.157976,39.84474,0.7,0.16428571,0.09642857,0.03928571,Moderate,Medium,7.2,6.6,16.2,42.0,11.4,31.6,48.3,4.0,0.31713274,0.68286726,2080.386,0.0005520297
138cf151-4df2-455e-af61-7407da2752ae,6.464444,4000.0,0.883797,35.375504,0.70416667,0.21547619,0.05357143,0.02678571,Good,Low,7.1,4.5,9.0,33.0,9.9,36.1,56.1,4.0,0.4068723,0.5931277,1419.5115,0.0006334967
2b045b6e-13c8-4322-a546-c890caf8dc78,11.233056,3000.0,0.83711,38.947968,0.84583333,0.09464286,0.02261905,0.03690476,Good,Low,3.7,6.2,3.8,8.0,5.8,31.4,83.9,2.0,0.89294822,0.10705178,201.608,0.000561618
02efb827-8bae-4b51-88e7-5f62a1e95d2c,7.618889,3000.0,0.928524,38.943816,0.82083333,0.09285714,0.07559524,0.01071429,Good,Medium,4.3,1.8,12.7,25.0,6.6,31.9,41.9,3.0,0.67177315,0.32822685,716.925,0.000554918
